"HostName","OwnerDomain","Owner","UserSID","IsLocalUser","ProcessId","CommandLine","Description","Name","SessionId","CreationDate","Error"
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5708","C:\Windows\system32\DFSRs.exe","dfsrs.exe","dfsrs.exe","0","20240618074905.659475-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","2700","C:\Windows\System32\vds.exe","vds.exe","vds.exe","0","20240618074905.716764-420",
"DC-SRV01","NT AUTHORITY","NETWORK SERVICE","S-1-5-20","True","968","C:\Windows\System32\msdtc.exe","msdtc.exe","msdtc.exe","0","20240618074912.154312-420",
"DC-SRV01","earth","Administrator","S-1-5-21-3318670742-1788910955-930507466-500","False","3044","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p","svchost.exe","svchost.exe","1","20240618074913.606365-420",
"DC-SRV01","earth","Administrator","S-1-5-21-3318670742-1788910955-930507466-500","False","2136","""C:\Windows\system32\cmd.exe"" ","cmd.exe","cmd.exe","1","20240618075003.409502-420",
"DC-SRV01","earth","Administrator","S-1-5-21-3318670742-1788910955-930507466-500","False","5736","\??\C:\Windows\system32\conhost.exe 0x4","conhost.exe","conhost.exe","1","20240618075003.424047-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","1916","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted","svchost.exe","svchost.exe","0","20240618084246.704279-420",
"DC-SRV01","NT AUTHORITY","LOCAL SERVICE","S-1-5-19","True","4004","C:\Windows\system32\wbem\wmiprvse.exe","WmiPrvSE.exe","WmiPrvSE.exe","0","20240618084253.432075-420",
"DC-SRV01","NT AUTHORITY","NETWORK SERVICE","S-1-5-20","True","4852","C:\Windows\system32\wbem\wmiprvse.exe","WmiPrvSE.exe","WmiPrvSE.exe","0","20240618084253.647251-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5544",,"svchost.exe","svchost.exe","0","20240618084306.325774-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","3532","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /c","MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe","0","20240620005849.235860-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5728","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /ua /installsource scheduler","MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe","0","20240620005849.237309-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5748","C:\Windows\System32\mousocoreworker.exe -Embedding","MoUsoCoreWorker.exe","MoUsoCoreWorker.exe","0","20240620005849.753230-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5276","taskhostw.exe","taskhostw.exe","taskhostw.exe","0","20240620005850.395651-420",
"DC-SRV01","earth","Administrator","S-1-5-21-3318670742-1788910955-930507466-500","False","5972","taskhostw.exe","taskhostw.exe","taskhostw.exe","1","20240620005852.093848-420",
"DC-SRV01","NT AUTHORITY","NETWORK SERVICE","S-1-5-20","True","1484",,"svchost.exe","svchost.exe","0","20240620005853.748620-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5816","C:\Windows\servicing\TrustedInstaller.exe","TrustedInstaller.exe","TrustedInstaller.exe","0","20240620005856.595105-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","4804","C:\Windows\winsxs\amd64_microsoft-windows-servicingstack_31bf3856ad364e35_10.0.20348.557_none_f1edaeb8515fa10d\TiWorker.exe -Embedding","TiWorker.exe","TiWorker.exe","0","20240620005856.872793-420",
"DC-SRV01","earth","Administrator","S-1-5-21-3318670742-1788910955-930507466-500","False","6048","powershell","powershell.exe","powershell.exe","1","20240620005902.761105-420",
"DC-SRV01","NT AUTHORITY","NETWORK SERVICE","S-1-5-20","True","212",,"sppsvc.exe","sppsvc.exe","0","20240620005903.330489-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","5392","""C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe"" /svc","MicrosoftEdgeUpdate.exe","MicrosoftEdgeUpdate.exe","0","20240620005915.319199-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","3060","""C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{9B2F3C87-F3B7-4BDE-8ABC-D1EF2B7A956E}\MicrosoftEdge_X64_126.0.2592.61_126.0.2592.56.exe"" --msedge --verbose-logging --do-not-launch-msedge --system-level --channel=stable","MicrosoftEdge_X64_126.0.2592.61_126.0.2592.56.exe","MicrosoftEdge_X64_126.0.2592.61_126.0.2592.56.exe","0","20240620005920.522191-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","4052","""C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{9B2F3C87-F3B7-4BDE-8ABC-D1EF2B7A956E}\EDGEMITMP_8FF83.tmp\setup.exe"" --install-archive=""C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{9B2F3C87-F3B7-4BDE-8ABC-D1EF2B7A956E}\MicrosoftEdge_X64_126.0.2592.61_126.0.2592.56.exe"" --previous-version=""126.0.2592.56"" --msedge --verbose-logging --do-not-launch-msedge --system-level --channel=stable","setup.exe","setup.exe","0","20240620005920.668424-420",
"DC-SRV01","NT AUTHORITY","SYSTEM","S-1-5-18","True","4956","""C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{9B2F3C87-F3B7-4BDE-8ABC-D1EF2B7A956E}\EDGEMITMP_8FF83.tmp\setup.exe"" --type=crashpad-handler /prefetch:4 --monitor-self-annotation=ptype=crashpad-handler --database=C:\Windows\SystemTemp\MsEdgeCrashpad --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=126.0.6478.62 ""--annotation=exe=C:\Program Files (x86)\Microsoft\EdgeUpdate\Install\{9B2F3C87-F3B7-4BDE-8ABC-D1EF2B7A956E}\EDGEMITMP_8FF83.tmp\setup.exe"" --annotation=plat=Win64 ""--annotation=prod=Microsoft Edge"" --annotation=ver=126.0.2592.61 --initial-client-data=0x238,0x23c,0x240,0x214,0x244,0x7ff67d8caa40,0x7ff67d8caa4c,0x7ff67d8caa58","setup.exe","setup.exe","0","20240620005920.717703-420",
